ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,COMUNA,longitud,latitud,PARTICIPANTES,VICTIMA,ACUSADO
2021-0080,1,2021-10-28,2021,10,28,16:16:00,16,ARENALES Y 9 DE JULIO AV.,AVENIDA,ARENALES,1,-58.38277479,-34.59430160,MOTO-AUTO,MOTO,AUTO
2021-0081,1,2021-11-02,2021,11,2,13:35:00,13,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37627355,-34.63800916,MOTO-CARGAS,MOTO,CARGAS
2021-0082,1,2021-11-06,2021,11,6,04:39:00,4,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,AUTOPISTA 25 DE MAYO,3,-58.39591856,-34.62453459,MOTO-AUTO,MOTO,AUTO
2021-0083,1,2021-11-09,2021,11,9,00:35:00,0,CABILDO AV. Y OLAZABAL,AVENIDA,CABILDO AV.,13,-58.45829717,-34.56015762,MOTO-AUTO,MOTO,AUTO
2021-0084,1,2021-11-11,2021,11,11,03:00:00,3,TAPALQUE Y BRUIX AV.,AVENIDA,TAPALQUE,9,-58.49142611,-34.64584795,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0085,1,2021-11-20,2021,11,20,18:30:00,18,"PAZ, GRAL. AV. Y EZEIZA",GRAL PAZ,"PAZ, GRAL. AV.",12,-58.51271409,-34.57786555,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0086,1,2021-11-25,2021,11,25,10:10:00,10,RIVADAVIA AV. Y PUAN,AVENIDA,RIVADAVIA AV.,6,-58.44864864,-34.62352826,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0087,1,2021-11-27,2021,11,27,11:22:00,11,ESMERALDA 1359,CALLE,ESMERALDA,1,-58.37795815,-34.59167894,PEATON-BICICLETA,PEATON,BICICLETA
2021-0088,1,2021-12-01,2021,12,1,15:40:00,15,AV. MOROE Y 3 DE FEBRERO,CALLE,MONROE,13,-58.45531707,-34.55555257,MOTO-AUTO,MOTO,AUTO
2021-0089,1,2021-12-02,2021,12,2,01:10:00,1,AV. GAONA 3655,AVENIDA,GAONA AV.,11,-58.47633683,-34.62140594,MOTO-AUTO,MOTO,AUTO
2021-0090,1,2021-12-10,2021,12,10,11:45:00,11,AV. 9 DE JULIO Y LAVALLE,AVENIDA,9 DE JULIO AV.,1,-58.38188582,-34.60256036,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0091,1,2021-12-11,2021,12,11,23:00:00,23,BAIGORRIA Y VICTOR HUGO,CALLE,BAIGORRIA,10,-58.51989389,-34.62284918,MOTO-AUTO,MOTO,AUTO
2021-0092,1,2021-12-12,2021,12,12,06:20:00,6,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,RIVADAVIA AV.,3,-58.40596860,-34.61011987,PEATON-AUTO,PEATON,AUTO
2021-0093,1,2021-12-13,2021,12,13,17:10:00,17,AV. RIESTRA Y MOM,AVENIDA,RIESTRA AV.,7,-58.43353773,-34.64561636,MOTO-AUTO,MOTO,AUTO
2021-0094,1,2021-12-20,2021,12,20,01:10:00,1,AU DELLEPIANE Y LACARRA,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,MOTO-AUTO,MOTO,AUTO
2021-0095,1,2021-12-30,2021,12,30,00:43:00,0,AV. GAONA Y TERRADA,AVENIDA,GAONA AV.,11,-58.47293407,-34.61984745,MOTO-CARGAS,MOTO,CARGAS
2021-0096,1,2021-12-15,2021,12,15,10:30:00,10,AV. EVA PERON 4071,AVENIDA,"PERON, EVA AV.",9,-58.47066794,-34.65021673,AUTO-CARGAS,AUTO,CARGAS
2021-0097,1,2021-11-18,2021,11,18,06:10:00,6,PADRE CARLOS MUJICA 709,CALLE,PADRE CARLOS MUJICA,1,-58.37976155,-34.58679619,BICICLETA-AUTO,BICICLETA,AUTO
